Invoice_ID,Customer_ID,Customer_Name,Customer_Segment,Region,Sales_Channel,Service,Quantity,Unit_Price,Discount_Percentage,Discount_Amount,Tax_Amount,Invoice_Amount,Invoice_Status,Payment_Method,Paid_Amount,Refund_Amount,Net_Collected,Outstanding_Amount,Potential_Leakage,Collection_Rate_%,Leakage_%,Leakage_Risk
INV50314,CUST1026,Customer_27,Smb,South,Partner,Data Service,10.0,51306.95,15,76960.43,78499.63,514608.7,Paid,Debit Card,514608.7,0.0,514608.7,0.0,0.0,100.0,0.0,Low Risk
INV50315,CUST1206,Customer_207,Smb,East,Online,Support Plan,10.0,25879.23,10,25879.23,41924.35,274837.42,Unpaid,Cheque,0.0,0.0,0.0,274837.42,274837.42,0.0,100.0,Critical Risk
INV50316,CUST1159,Customer_160,Mid-Market,South,Online,Cloud Service,11.0,42716.24,5,23493.93,80349.25,526733.96,Overdue,Cheque,0.0,0.0,0.0,526733.96,526733.96,0.0,100.0,Critical Risk
INV50317,CUST1143,Customer_144,Mid-Market,West,Direct,Data Service,11.0,16184.6,20,35606.12,25636.41,168060.89,Partially Paid,Cheque,123746.53,0.0,123746.53,44314.36,44314.360000000015,73.63,26.37,Medium Risk
INV50318,CUST1037,Customer_38,Smb,East,Online,Software Subscription,4.0,13788.17,10,5515.27,8934.73,58572.14,Unpaid,Upi,0.0,0.0,0.0,58572.14,58572.14,0.0,100.0,Critical Risk
INV50319,CUST1052,Customer_53,Mid-Market,South,Online,Software Subscription,6.0,17258.99,25,25888.49,13979.78,91645.23,Paid,Cheque,91645.23,0.0,91645.23,0.0,0.0,100.0,0.0,Low Risk
INV50320,CUST1200,Customer_201,Mid-Market,East,Online,Cloud Service,12.0,53938.13,0,0.0,116506.36,763763.92,Overdue,Bank Transfer,0.0,0.0,0.0,763763.92,763763.92,0.0,100.0,Critical Risk
INV50321,CUST1158,Customer_159,Enterprise,South,Online,Support Plan,4.0,26437.88,15,15862.73,16179.98,106068.77,Unpaid,Credit Card,0.0,0.0,0.0,106068.77,106068.77,0.0,100.0,Critical Risk
INV50322,CUST1174,Customer_175,Smb,East,Direct,Consulting,12.0,84320.72,0,0.0,182132.76,1193981.4,Paid,Credit Card,1193981.4,0.0,1193981.4,0.0,0.0,100.0,0.0,Low Risk
INV50323,CUST1119,Customer_120,Mid-Market,East,Partner,Consulting,1.0,44393.06,5,2219.65,7591.21,49764.62,Overdue,Cheque,0.0,0.0,0.0,49764.62,49764.62,0.0,100.0,Critical Risk
INV50324,CUST1134,Customer_135,Smb,West,Direct,Consulting,9.0,115260.85,0,0.0,186722.58,1224070.23,Unpaid,Upi,0.0,0.0,0.0,1224070.23,1224070.23,0.0,100.0,Critical Risk
INV50325,CUST1084,Customer_85,Smb,North,Direct,Cloud Service,4.0,69031.75,25,69031.75,37277.14,244372.39,Overdue,Upi,0.0,0.0,0.0,244372.39,244372.39,0.0,100.0,Critical Risk
INV50326,CUST1157,Customer_158,Enterprise,North,Partner,Consulting,1.0,73207.18,15,10981.08,11200.7,73426.8,Paid,Upi,73426.8,0.0,73426.8,0.0,0.0,100.0,0.0,Low Risk
INV50327,CUST1210,Customer_211,Mid-Market,South,Partner,Data Service,6.0,39421.2,25,88697.7,47896.76,313989.86,Paid,Cheque,313989.86,0.0,313989.86,0.0,0.0,100.0,0.0,Low Risk
INV50328,CUST1248,Customer_249,Enterprise,South,Online,Data Service,9.0,29238.8,0,0.0,47366.86,310516.06,Partially Paid,Debit Card,101373.83,0.0,101373.83,209142.23,209142.22999999998,32.65,67.35,Critical Risk
INV50329,CUST1212,Customer_213,Mid-Market,West,Online,Support Plan,11.0,12431.93,0,0.0,24615.22,161366.45,Unpaid,Upi,0.0,0.0,0.0,161366.45,161366.45,0.0,100.0,Critical Risk
INV50330,CUST1013,Customer_14,Smb,East,Partner,Cloud Service,9.0,38477.81,0,0.0,62334.05,408634.34,Paid,Debit Card,408634.34,0.0,408634.34,0.0,0.0,100.0,0.0,Low Risk
INV50331,CUST1080,Customer_81,Smb,North,Online,Software Subscription,9.0,36040.31,0,0.0,58385.3,382748.09,Partially Paid,Bank Transfer,218552.84,0.0,218552.84,164195.25,164195.25000000003,57.1,42.9,High Risk
INV50332,CUST1201,Customer_202,Mid-Market,West,Online,Data Service,2.0,7762.85,10,1552.57,2515.16,16488.29,Unpaid,Bank Transfer,0.0,0.0,0.0,16488.29,16488.29,0.0,100.0,Critical Risk
INV50333,CUST1056,Customer_57,Smb,East,Direct,Support Plan,9.0,8482.18,10,7633.96,12367.02,81072.68,Overdue,Cheque,0.0,0.0,0.0,81072.68,81072.68,0.0,100.0,Critical Risk
INV50334,CUST1001,Customer_2,Mid-Market,East,Direct,Support Plan,9.0,6380.08,0,0.0,10335.73,67756.45,Paid,Debit Card,67756.45,0.0,67756.45,0.0,0.0,100.0,0.0,Low Risk
INV50335,CUST1056,Customer_57,Mid-Market,North,Online,Cloud Service,4.0,13258.3,0,0.0,9545.98,62579.18,Paid,Debit Card,62579.18,0.0,62579.18,0.0,0.0,100.0,0.0,Low Risk
INV50336,CUST1017,Customer_18,Smb,South,Direct,Consulting,12.0,104823.36,25,314470.08,169813.84,1113224.08,Overdue,Upi,0.0,0.0,0.0,1113224.08,1113224.08,0.0,100.0,Critical Risk
INV50337,CUST1124,Customer_125,Mid-Market,East,Partner,Data Service,11.0,44293.87,10,48723.26,78931.68,517440.99,Partially Paid,Credit Card,150801.44,0.0,150801.44,366639.55,366639.55,29.14,70.86,Critical Risk
INV50338,CUST1201,Customer_202,Smb,West,Partner,Support Plan,5.0,19225.21,15,14418.91,14707.29,96414.43,Paid,Debit Card,96414.43,0.0,96414.43,0.0,0.0,100.0,0.0,Low Risk
INV50339,CUST1141,Customer_142,Smb,South,Partner,Data Service,2.0,12185.21,10,2437.04,3948.01,25881.39,Overdue,Bank Transfer,0.0,0.0,0.0,25881.39,25881.39,0.0,100.0,Critical Risk
INV50340,CUST1161,Customer_162,Smb,North,Online,Data Service,10.0,33055.64,20,66111.28,47600.12,312045.24,Unpaid,Upi,0.0,0.0,0.0,312045.24,312045.24,0.0,100.0,Critical Risk
INV50341,CUST1100,Customer_101,Smb,North,Partner,Data Service,12.0,32094.0,10,38512.8,62390.74,409005.94,Paid,Upi,409005.94,0.0,409005.94,0.0,0.0,100.0,0.0,Low Risk
INV50342,CUST1175,Customer_176,Smb,South,Online,Data Service,3.0,16179.7,25,12134.77,6552.78,42957.11,Paid,Debit Card,42957.11,0.0,42957.11,0.0,0.0,100.0,0.0,Low Risk
INV50343,CUST1194,Customer_195,Mid-Market,East,Partner,Software Subscription,5.0,24052.51,15,18039.38,18400.17,120623.34,Paid,Debit Card,120623.34,0.0,120623.34,0.0,0.0,100.0,0.0,Low Risk
INV50344,CUST1166,Customer_167,Smb,South,Partner,Data Service,11.0,28120.75,10,30932.83,50111.18,328506.6,Unpaid,Debit Card,0.0,0.0,0.0,328506.6,328506.6,0.0,100.0,Critical Risk
INV50345,CUST1064,Customer_65,Smb,West,Partner,Consulting,9.0,79664.26,20,143395.67,103244.88,676827.55,Paid,Cheque,676827.55,0.0,676827.55,0.0,0.0,100.0,0.0,Low Risk
INV50346,CUST1042,Customer_43,Smb,East,Online,Data Service,11.0,40659.96,10,44725.96,72456.05,474989.65,Paid,Bank Transfer,474989.65,0.0,474989.65,0.0,0.0,100.0,0.0,Low Risk
INV50347,CUST1184,Customer_185,Smb,South,Direct,Support Plan,8.0,6359.12,10,5087.3,8241.42,54027.08,Partially Paid,Credit Card,31787.13,0.0,31787.13,22239.95,22239.95,58.84,41.16,High Risk
INV50348,CUST1131,Customer_132,Smb,West,Online,Data Service,3.0,26854.47,0,0.0,14501.41,95064.82,Paid,Cheque,95064.82,0.0,95064.82,0.0,0.0,100.0,0.0,Low Risk
INV50349,CUST1055,Customer_56,Smb,South,Online,Support Plan,8.0,23775.8,5,9510.32,32525.29,213221.37,Paid,Credit Card,213221.37,0.0,213221.37,0.0,0.0,100.0,0.0,Low Risk
INV50350,CUST1087,Customer_88,Enterprise,North,Direct,Data Service,10.0,33666.22,0,0.0,60599.2,397261.4,Paid,Credit Card,397261.4,0.0,397261.4,0.0,0.0,100.0,0.0,Low Risk
INV50351,CUST1024,Customer_25,Smb,North,Direct,Data Service,10.0,52393.96,0,0.0,94309.13,618248.73,Overdue,Debit Card,0.0,0.0,0.0,618248.73,618248.73,0.0,100.0,Critical Risk
INV50352,CUST1166,Customer_167,Smb,West,Partner,Support Plan,6.0,24760.81,0,0.0,26741.67,175306.53,Partially Paid,Upi,80180.61,0.0,80180.61,95125.92,95125.92,45.74,54.26,Critical Risk
INV50353,CUST1065,Customer_66,Mid-Market,North,Online,Consulting,2.0,32108.11,10,6421.62,10403.03,68197.63,Partially Paid,Bank Transfer,35888.23,0.0,35888.23,32309.4,32309.4,52.62,47.38,High Risk
INV50354,CUST1167,Customer_168,Smb,East,Partner,Cloud Service,7.0,15645.5,15,16427.78,16756.33,109847.05,Paid,Cheque,109847.05,0.0,109847.05,0.0,0.0,100.0,0.0,Low Risk
INV50355,CUST1070,Customer_71,Enterprise,South,Partner,Support Plan,4.0,24272.58,20,19418.06,13981.01,91653.27,Paid,Cheque,91653.27,0.0,91653.27,0.0,0.0,100.0,0.0,Low Risk
INV50356,CUST1147,Customer_148,Smb,South,Partner,Support Plan,12.0,5795.34,5,3477.2,11892.04,77958.92,Overdue,Credit Card,0.0,0.0,0.0,77958.92,77958.92,0.0,100.0,Critical Risk
INV50357,CUST1102,Customer_103,Mid-Market,North,Direct,Data Service,10.0,38046.11,0,0.0,68483.0,448944.1,Paid,Credit Card,448944.1,0.0,448944.1,0.0,0.0,100.0,0.0,Low Risk
INV50358,CUST1016,Customer_17,Smb,West,Online,Cloud Service,2.0,85218.42,0,0.0,30678.63,201115.47,Unpaid,Cheque,0.0,0.0,0.0,201115.47,201115.47,0.0,100.0,Critical Risk
INV50359,CUST1163,Customer_164,Mid-Market,South,Online,Software Subscription,4.0,29292.54,10,11717.02,18981.57,124434.71,Paid,Credit Card,124434.71,0.0,124434.71,0.0,0.0,100.0,0.0,Low Risk
INV50360,CUST1167,Customer_168,Smb,West,Partner,Consulting,2.0,55757.84,10,11151.57,18065.54,118429.65,Unpaid,Cheque,0.0,0.0,0.0,118429.65,118429.65,0.0,100.0,Critical Risk
INV50361,CUST1235,Customer_236,Smb,South,Online,Cloud Service,12.0,61463.06,15,110633.51,112846.18,739769.39,Paid,Credit Card,739769.39,0.0,739769.39,0.0,0.0,100.0,0.0,Low Risk
INV50362,CUST1001,Customer_2,Smb,East,Direct,Support Plan,9.0,18747.59,0,0.0,30371.1,199099.41,Paid,Cheque,199099.41,0.0,199099.41,0.0,0.0,100.0,0.0,Low Risk
INV50363,CUST1247,Customer_248,Smb,West,Online,Support Plan,4.0,21368.5,15,12821.1,13077.52,85730.42,Overdue,Bank Transfer,0.0,0.0,0.0,85730.42,85730.42,0.0,100.0,Critical Risk
INV50364,CUST1017,Customer_18,Smb,East,Online,Consulting,11.0,113853.8,10,125239.18,202887.47,1330040.09,Unpaid,Cheque,0.0,0.0,0.0,1330040.09,1330040.09,0.0,100.0,Critical Risk
INV50365,CUST1073,Customer_74,Smb,East,Direct,Cloud Service,2.0,40888.21,5,4088.82,13983.77,91671.37,Paid,Credit Card,91671.37,0.0,91671.37,0.0,0.0,100.0,0.0,Low Risk
INV50366,CUST1188,Customer_189,Smb,East,Direct,Cloud Service,4.0,86895.25,10,34758.1,56308.12,369131.02,Paid,Bank Transfer,369131.02,0.0,369131.02,0.0,0.0,100.0,0.0,Low Risk
INV50367,CUST1244,Customer_245,Mid-Market,East,Partner,Data Service,1.0,54983.58,0,0.0,9897.04,64880.62,Unpaid,Cheque,0.0,0.0,0.0,64880.62,64880.62,0.0,100.0,Critical Risk
INV50368,CUST1195,Customer_196,Enterprise,West,Partner,Cloud Service,7.0,25663.29,10,17964.3,29102.17,190780.9,Unpaid,Cheque,0.0,0.0,0.0,190780.9,190780.9,0.0,100.0,Critical Risk
INV50369,CUST1220,Customer_221,Mid-Market,North,Online,Consulting,8.0,22282.94,0,0.0,32087.43,210350.95,Partially Paid,Credit Card,100135.96,0.0,100135.96,110214.99,110214.99,47.6,52.4,Critical Risk
INV50370,CUST1092,Customer_93,Mid-Market,East,Partner,Cloud Service,3.0,18062.24,10,5418.67,8778.25,57546.3,Paid,Credit Card,57546.3,0.0,57546.3,0.0,0.0,100.0,0.0,Low Risk
INV50371,CUST1107,Customer_108,Mid-Market,South,Online,Cloud Service,6.0,11457.75,20,13749.3,9899.5,64896.7,Paid,Credit Card,64896.7,0.0,64896.7,0.0,0.0,100.0,0.0,Low Risk
INV50372,CUST1142,Customer_143,Smb,West,Direct,Support Plan,4.0,7833.29,5,1566.66,5357.97,35124.47,Unpaid,Credit Card,0.0,0.0,0.0,35124.47,35124.47,0.0,100.0,Critical Risk
INV50373,CUST1228,Customer_229,Enterprise,North,Partner,Data Service,9.0,43199.36,15,58319.14,59485.52,389960.62,Unpaid,Bank Transfer,0.0,0.0,0.0,389960.62,389960.62,0.0,100.0,Critical Risk
INV50374,CUST1208,Customer_209,Smb,East,Partner,Software Subscription,8.0,10633.98,15,12760.78,13015.99,85327.05,Paid,Bank Transfer,85327.05,0.0,85327.05,0.0,0.0,100.0,0.0,Low Risk
INV50375,CUST1222,Customer_223,Mid-Market,East,Online,Data Service,4.0,23905.71,5,4781.14,16351.51,107193.21,Overdue,Cheque,0.0,0.0,0.0,107193.21,107193.21,0.0,100.0,Critical Risk
INV50376,CUST1097,Customer_98,Mid-Market,East,Partner,Support Plan,11.0,30346.26,5,16690.44,57081.32,374199.74,Overdue,Cheque,0.0,0.0,0.0,374199.74,374199.74,0.0,100.0,Critical Risk
INV50377,CUST1041,Customer_42,Smb,West,Partner,Cloud Service,6.0,11861.75,10,7117.05,11529.62,75583.07,Unpaid,Debit Card,0.0,0.0,0.0,75583.07,75583.07,0.0,100.0,Critical Risk
INV50378,CUST1042,Customer_43,Smb,North,Direct,Software Subscription,3.0,38135.33,10,11440.6,18533.77,121499.16,Partially Paid,Credit Card,92857.24,0.0,92857.24,28641.92,28641.92,76.43,23.57,Medium Risk
INV50379,CUST1016,Customer_17,Enterprise,North,Direct,Support Plan,9.0,13455.64,0,0.0,21798.14,142898.9,Paid,Upi,142898.9,0.0,142898.9,0.0,0.0,100.0,0.0,Low Risk
INV50380,CUST1238,Customer_239,Enterprise,South,Direct,Cloud Service,4.0,19453.19,10,7781.28,12605.67,82637.15,Unpaid,Cheque,0.0,0.0,0.0,82637.15,82637.15,0.0,100.0,Critical Risk
INV50381,CUST1169,Customer_170,Smb,East,Online,Cloud Service,8.0,65738.97,25,131477.94,70998.09,465431.91,Overdue,Debit Card,0.0,0.0,0.0,465431.91,465431.91,0.0,100.0,Critical Risk
INV50382,CUST1152,Customer_153,Mid-Market,South,Direct,Data Service,7.0,40333.97,10,28233.78,45738.72,299842.73,Overdue,Debit Card,0.0,0.0,0.0,299842.73,299842.73,0.0,100.0,Critical Risk
INV50383,CUST1066,Customer_67,Smb,North,Online,Software Subscription,1.0,40466.46,5,2023.32,6919.77,45362.91,Paid,Debit Card,45362.91,0.0,45362.91,0.0,0.0,100.0,0.0,Low Risk
INV50384,CUST1196,Customer_197,Smb,South,Partner,Cloud Service,10.0,68805.68,10,68805.68,111465.2,730716.32,Unpaid,Cheque,0.0,0.0,0.0,730716.32,730716.32,0.0,100.0,Critical Risk
INV50385,CUST1041,Customer_42,Mid-Market,South,Online,Support Plan,7.0,29104.43,10,20373.1,33004.42,216362.33,Paid,Cheque,216362.33,0.0,216362.33,0.0,0.0,100.0,0.0,Low Risk
INV50386,CUST1190,Customer_191,Mid-Market,East,Direct,Cloud Service,7.0,32562.77,10,22793.94,36926.18,242071.63,Overdue,Debit Card,0.0,0.0,0.0,242071.63,242071.63,0.0,100.0,Critical Risk
INV50387,CUST1125,Customer_126,Smb,East,Partner,Software Subscription,3.0,14565.26,0,0.0,7865.24,51561.02,Overdue,Credit Card,0.0,0.0,0.0,51561.02,51561.02,0.0,100.0,Critical Risk
INV50388,CUST1023,Customer_24,Smb,West,Partner,Support Plan,4.0,27518.44,15,16511.06,16841.29,110403.99,Paid,Debit Card,110403.99,0.0,110403.99,0.0,0.0,100.0,0.0,Low Risk
INV50389,CUST1215,Customer_216,Mid-Market,West,Direct,Consulting,1.0,99717.65,10,9971.76,16154.26,105900.15,Unpaid,Credit Card,0.0,0.0,0.0,105900.15,105900.15,0.0,100.0,Critical Risk
INV50390,CUST1031,Customer_32,Enterprise,South,Partner,Consulting,7.0,119003.04,25,208255.32,112457.87,737223.83,Paid,Bank Transfer,737223.83,0.0,737223.83,0.0,0.0,100.0,0.0,Low Risk
INV50391,CUST1174,Customer_175,Enterprise,North,Partner,Cloud Service,3.0,43009.41,0,0.0,23225.08,152253.31,Unpaid,Debit Card,0.0,0.0,0.0,152253.31,152253.31,0.0,100.0,Critical Risk
INV50392,CUST1227,Customer_228,Smb,East,Online,Consulting,2.0,54061.9,10,10812.38,17516.06,114827.48,Partially Paid,Bank Transfer,45323.34,0.0,45323.34,69504.14,69504.14,39.47,60.53,Critical Risk
INV50393,CUST1248,Customer_249,Smb,South,Partner,Support Plan,12.0,28292.39,5,16975.43,58055.99,380589.24,Paid,Bank Transfer,380589.24,0.0,380589.24,0.0,0.0,100.0,0.0,Low Risk
INV50394,CUST1091,Customer_92,Mid-Market,East,Partner,Data Service,2.0,25062.59,5,2506.26,8571.41,56190.33,Paid,Credit Card,56190.33,0.0,56190.33,0.0,0.0,100.0,0.0,Low Risk
INV50395,CUST1185,Customer_186,Smb,West,Direct,Software Subscription,8.0,42438.02,25,84876.04,45833.06,300461.18,Paid,Cheque,300461.18,0.0,300461.18,0.0,0.0,100.0,0.0,Low Risk
INV50396,CUST1187,Customer_188,Mid-Market,East,Partner,Data Service,9.0,52495.88,5,23623.15,80791.16,529630.93,Paid,Cheque,529630.93,0.0,529630.93,0.0,0.0,100.0,0.0,Low Risk
INV50397,CUST1198,Customer_199,Mid-Market,East,Online,Support Plan,12.0,17869.82,5,10721.89,36668.87,240384.82,Overdue,Credit Card,0.0,0.0,0.0,240384.82,240384.82,0.0,100.0,Critical Risk
INV50398,CUST1247,Customer_248,Mid-Market,East,Partner,Support Plan,4.0,27526.13,25,27526.13,14864.11,97442.5,Unpaid,Debit Card,0.0,0.0,0.0,97442.5,97442.5,0.0,100.0,Critical Risk
INV50399,CUST1133,Customer_134,Mid-Market,West,Direct,Software Subscription,3.0,35918.09,5,5387.71,18425.98,120792.54,Overdue,Bank Transfer,0.0,0.0,0.0,120792.54,120792.54,0.0,100.0,Critical Risk
INV50400,CUST1125,Customer_126,Mid-Market,North,Direct,Data Service,5.0,12465.57,0,0.0,11219.01,73546.86,Paid,Credit Card,73546.86,0.0,73546.86,0.0,0.0,100.0,0.0,Low Risk
INV50401,CUST1205,Customer_206,Mid-Market,North,Online,Cloud Service,9.0,82204.23,20,147967.61,106536.68,698407.14,Unpaid,Upi,0.0,0.0,0.0,698407.14,698407.14,0.0,100.0,Critical Risk
INV50402,CUST1019,Customer_20,Enterprise,South,Direct,Data Service,2.0,33778.38,0,0.0,12160.22,79716.98,Unpaid,Cheque,0.0,0.0,0.0,79716.98,79716.98,0.0,100.0,Critical Risk
INV50403,CUST1191,Customer_192,Mid-Market,North,Direct,Software Subscription,11.0,38578.93,15,63655.23,0.0,425641.34,Partially Paid,Credit Card,264548.97,0.0,264548.97,161092.37,161092.37000000005,62.15,37.85,High Risk
INV50404,CUST1040,Customer_41,Mid-Market,East,Partner,Data Service,8.0,23962.63,15,28755.16,29330.26,192276.14,Overdue,Debit Card,0.0,0.0,0.0,192276.14,192276.14,0.0,100.0,Critical Risk
INV50405,CUST1061,Customer_62,Mid-Market,West,Direct,Consulting,7.0,109029.94,10,76320.96,123639.95,810528.57,Paid,Bank Transfer,810528.57,0.0,810528.57,0.0,0.0,100.0,0.0,Low Risk
INV50406,CUST1034,Customer_35,Enterprise,East,Direct,Cloud Service,1.0,41136.13,10,4113.61,6664.05,43686.57,Overdue,Upi,0.0,0.0,0.0,43686.57,43686.57,0.0,100.0,Critical Risk
INV50407,CUST1117,Customer_118,Smb,East,Partner,Consulting,5.0,16137.95,15,12103.46,12345.53,80931.82,Overdue,Bank Transfer,0.0,0.0,0.0,80931.82,80931.82,0.0,100.0,Critical Risk
INV50408,CUST1185,Customer_186,Smb,North,Online,Support Plan,3.0,32161.46,25,24121.1,13025.39,85388.67,Unpaid,Upi,0.0,0.0,0.0,85388.67,85388.67,0.0,100.0,Critical Risk
INV50409,CUST1199,Customer_200,Smb,South,Online,Cloud Service,6.0,17302.93,20,20763.52,14949.73,98003.79,Paid,Cheque,98003.79,0.0,98003.79,0.0,0.0,100.0,0.0,Low Risk
INV50410,CUST1078,Customer_79,Mid-Market,South,Direct,Cloud Service,9.0,35545.09,5,15995.29,54703.89,358614.41,Paid,Debit Card,358614.41,0.0,358614.41,0.0,0.0,100.0,0.0,Low Risk
INV50411,CUST1110,Customer_111,Smb,North,Online,Support Plan,3.0,33501.86,5,5025.28,17186.45,112666.75,Paid,Debit Card,112666.75,0.0,112666.75,0.0,0.0,100.0,0.0,Low Risk
INV50412,CUST1128,Customer_129,Smb,South,Online,Consulting,3.0,114813.75,25,86110.31,46499.57,304830.51,Paid,Cheque,304830.51,0.0,304830.51,0.0,0.0,100.0,0.0,Low Risk
INV50413,CUST1068,Customer_69,Mid-Market,East,Partner,Cloud Service,11.0,55875.03,0,0.0,110632.56,725257.89,Paid,Credit Card,725257.89,0.0,725257.89,0.0,0.0,100.0,0.0,Low Risk
INV50414,CUST1167,Customer_168,Smb,South,Partner,Cloud Service,3.0,60546.98,15,27246.14,27791.06,182185.86,Partially Paid,Bank Transfer,144672.97,0.0,144672.97,37512.89,37512.889999999985,79.41,20.59,Medium Risk
INV50415,CUST1095,Customer_96,Smb,South,Partner,Software Subscription,2.0,24592.48,0,0.0,8853.29,58038.25,Paid,Bank Transfer,58038.25,0.0,58038.25,0.0,0.0,100.0,0.0,Low Risk
INV50416,CUST1115,Customer_116,Mid-Market,East,Online,Cloud Service,4.0,33456.86,10,13382.74,21680.05,142124.75,Paid,Debit Card,142124.75,0.0,142124.75,0.0,0.0,100.0,0.0,Low Risk
INV50417,CUST1149,Customer_150,Enterprise,East,Direct,Data Service,1.0,24419.22,10,2441.92,3955.91,25933.21,Paid,Debit Card,25933.21,0.0,25933.21,0.0,0.0,100.0,0.0,Low Risk
INV50418,CUST1169,Customer_170,Smb,West,Direct,Cloud Service,2.0,63801.48,0,0.0,22968.53,150571.49,Paid,Debit Card,150571.49,0.0,150571.49,0.0,0.0,100.0,0.0,Low Risk
INV50419,CUST1221,Customer_222,Mid-Market,North,Direct,Software Subscription,3.0,35837.86,10,10751.36,17417.2,114179.42,Paid,Credit Card,114179.42,0.0,114179.42,0.0,0.0,100.0,0.0,Low Risk
INV50420,CUST1100,Customer_101,Mid-Market,East,Direct,Software Subscription,6.0,37288.42,15,33559.58,34230.77,224401.71,Paid,Upi,224401.71,0.0,224401.71,0.0,0.0,100.0,0.0,Low Risk
INV50421,CUST1242,Customer_243,Smb,South,Partner,Consulting,6.0,97909.9,20,117491.88,84594.15,554561.67,Partially Paid,Credit Card,140124.98,0.0,140124.98,414436.69,414436.69000000006,25.27,74.73,Critical Risk
INV50422,CUST1232,Customer_233,Mid-Market,South,Direct,Support Plan,9.0,7736.18,5,3481.28,11905.98,78050.32,Paid,Upi,78050.32,0.0,78050.32,0.0,0.0,100.0,0.0,Low Risk
INV50423,CUST1167,Customer_168,Enterprise,North,Direct,Consulting,6.0,66914.13,0,0.0,72267.26,473752.04,Paid,Upi,473752.04,0.0,473752.04,0.0,0.0,100.0,0.0,Low Risk
INV50424,CUST1225,Customer_226,Enterprise,East,Direct,Support Plan,5.0,6726.76,25,8408.45,4540.56,29765.91,Unpaid,Credit Card,0.0,0.0,0.0,29765.91,29765.91,0.0,100.0,Critical Risk
INV50425,CUST1006,Customer_7,Mid-Market,South,Online,Data Service,10.0,36125.03,10,36125.03,58522.55,383647.82,Partially Paid,Bank Transfer,217688.38,0.0,0.0,165959.44,383647.82,0.0,100.0,Critical Risk
INV50426,CUST1034,Customer_35,Mid-Market,West,Direct,Data Service,8.0,30401.12,15,36481.34,37210.97,243938.59,Paid,Credit Card,243938.59,0.0,243938.59,0.0,0.0,100.0,0.0,Low Risk
INV50427,CUST1104,Customer_105,Mid-Market,South,Direct,Software Subscription,5.0,40845.05,20,40845.05,29408.44,192788.64,Paid,Bank Transfer,192788.64,0.0,192788.64,0.0,0.0,100.0,0.0,Low Risk
INV50428,CUST1125,Customer_126,Mid-Market,West,Online,Support Plan,4.0,15527.45,20,12421.96,8943.81,58631.65,Paid,Upi,58631.65,22332.75,36298.9,22332.75,22332.75,61.91,38.09,High Risk
INV50429,CUST1027,Customer_28,Mid-Market,North,Direct,Software Subscription,4.0,12331.48,20,9865.18,7102.93,46563.67,Overdue,Upi,0.0,0.0,0.0,46563.67,46563.67,0.0,100.0,Critical Risk
INV50430,CUST1198,Customer_199,Enterprise,South,Partner,Support Plan,3.0,9289.75,20,5573.85,4013.17,26308.57,Paid,Debit Card,26308.57,0.0,26308.57,0.0,0.0,100.0,0.0,Low Risk
INV50431,CUST1199,Customer_200,Mid-Market,South,Partner,Data Service,3.0,47360.06,20,28416.04,20459.55,134123.69,Paid,Cheque,134123.69,0.0,134123.69,0.0,0.0,100.0,0.0,Low Risk
INV50432,CUST1064,Customer_65,Smb,East,Direct,Consulting,12.0,79912.9,0,0.0,172611.86,1131566.66,Paid,Cheque,1131566.66,0.0,1131566.66,0.0,0.0,100.0,0.0,Low Risk
INV50433,CUST1140,Customer_141,Smb,North,Partner,Consulting,6.0,25617.88,5,7685.36,26283.95,172305.87,Paid,Upi,172305.87,0.0,172305.87,0.0,0.0,100.0,0.0,Low Risk
INV50434,CUST1160,Customer_161,Smb,West,Online,Consulting,4.0,23831.21,0,0.0,17158.47,112483.31,Partially Paid,Bank Transfer,39579.12,0.0,39579.12,72904.19,72904.19,35.19,64.81,Critical Risk
INV50435,CUST1150,Customer_151,Mid-Market,South,Online,Support Plan,7.0,26029.07,25,45550.87,24597.47,161250.09,Paid,Upi,161250.09,0.0,161250.09,0.0,0.0,100.0,0.0,Low Risk
INV50436,CUST1037,Customer_38,Smb,East,Partner,Cloud Service,1.0,15821.04,5,791.05,2705.4,17735.39,Overdue,Bank Transfer,0.0,0.0,0.0,17735.39,17735.39,0.0,100.0,Critical Risk
INV50437,CUST1045,Customer_46,Smb,East,Direct,Cloud Service,10.0,75748.8,5,37874.4,129530.45,849144.05,Overdue,Bank Transfer,0.0,0.0,0.0,849144.05,849144.05,0.0,100.0,Critical Risk
INV50438,CUST1229,Customer_230,Smb,East,Partner,Software Subscription,7.0,34130.96,0,0.0,43005.01,281921.73,Paid,Cheque,281921.73,0.0,281921.73,0.0,0.0,100.0,0.0,Low Risk
INV50439,CUST1156,Customer_157,Smb,East,Partner,Data Service,12.0,11311.49,0,0.0,24432.82,160170.7,Paid,Cheque,160170.7,0.0,160170.7,0.0,0.0,100.0,0.0,Low Risk
INV50440,CUST1147,Customer_148,Enterprise,West,Direct,Cloud Service,3.0,16787.02,25,12590.26,6798.74,44569.54,Paid,Cheque,44569.54,0.0,44569.54,0.0,0.0,100.0,0.0,Low Risk
INV50441,CUST1000,Customer_1,Smb,West,Partner,Support Plan,11.0,34599.19,0,0.0,68506.4,449097.49,Unpaid,Bank Transfer,0.0,0.0,0.0,449097.49,449097.49,0.0,100.0,Critical Risk
